,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,min_processo,type_H,type_L,type_M
3578,303.4,312.7,1589,34.0,116,No Failure,58.0,0,1,0
3579,303.4,312.6,1462,37.5,118,No Failure,59.0,0,1,0
3580,303.3,312.5,1328,49.8,120,No Failure,24.0,1,0,0
3581,303.3,312.6,1692,29.0,125,No Failure,25.0,1,0,0
3582,303.3,312.5,1968,20.6,130,No Failure,65.0,0,1,0
3583,303.3,312.6,1827,24.2,132,No Failure,26.4,1,0,0
3584,303.3,312.6,1397,47.1,137,No Failure,45.666666666666664,0,0,1
3585,303.3,312.6,1463,44.0,140,No Failure,70.0,0,1,0
3586,303.3,312.7,1643,30.7,142,No Failure,71.0,0,1,0
3587,303.2,312.6,1281,57.0,144,No Failure,72.0,0,1,0
3588,303.1,312.6,1548,36.4,150,No Failure,75.0,0,1,0
3589,303.1,312.6,1404,40.6,152,No Failure,30.4,1,0,0
3590,303.1,312.5,1667,30.0,160,No Failure,53.333333333333336,0,0,1
3591,303.0,312.5,1507,37.9,163,No Failure,32.6,1,0,0
3592,303.0,312.4,1627,37.1,168,No Failure,33.6,1,0,0
3593,302.9,312.3,1509,46.8,175,No Failure,35.0,1,0,0
3594,302.9,312.3,1809,25.0,180,No Failure,60.0,0,0,1
3595,302.9,312.3,1515,40.8,183,No Failure,91.5,0,1,0
3596,302.9,312.4,1550,36.9,194,No Failure,97.0,0,1,0
3597,302.9,312.4,1446,41.7,196,No Failure,98.0,0,1,0
3598,302.8,312.3,1494,37.5,198,No Failure,99.0,0,1,0
3599,302.8,312.4,1651,27.0,200,No Failure,100.0,0,1,0
3600,302.9,312.4,1698,33.8,202,No Failure,101.0,0,1,0
3601,302.8,312.3,1432,49.0,218,No Failure,72.66666666666667,0,0,1
3602,302.8,312.3,1366,49.1,221,No Failure,110.5,0,1,0
3603,302.8,312.3,1483,47.2,223,No Failure,44.6,1,0,0
3604,302.7,312.2,1572,34.4,228,No Failure,114.0,0,1,0
3605,302.8,312.2,1481,40.2,230,No Failure,115.0,0,1,0
3606,302.8,312.3,1262,70.5,234,Power Failure,78.0,0,0,1
3607,302.8,312.4,1523,39.7,239,No Failure,119.5,0,1,0
3608,302.8,312.3,1416,42.7,241,No Failure,80.33333333333333,0,0,1
3609,302.9,312.4,1923,23.9,244,No Failure,122.0,0,1,0
3610,302.8,312.4,1411,53.8,246,Overstrain Failure,49.2,1,0,0
3611,302.7,312.4,1477,46.3,251,Overstrain Failure,125.5,0,1,0
3612,302.7,312.4,1444,48.7,9,No Failure,4.5,0,1,0
3613,302.7,312.4,1360,47.8,11,No Failure,5.5,0,1,0
3614,302.7,312.4,1954,24.8,13,No Failure,6.5,0,1,0
3615,302.7,312.4,1433,44.2,17,No Failure,8.5,0,1,0
3616,302.7,312.5,1417,51.5,19,No Failure,6.333333333333333,0,0,1
3617,302.8,312.6,1462,39.4,22,No Failure,11.0,0,1,0
3618,302.9,312.6,1328,59.9,24,No Failure,12.0,0,1,0
3619,302.7,312.5,1527,36.4,26,No Failure,5.2,1,0,0
3620,302.6,312.3,1534,34.3,31,No Failure,15.5,0,1,0
3621,302.6,312.4,1410,50.3,33,No Failure,11.0,0,0,1
3622,302.6,312.3,1660,30.3,36,No Failure,18.0,0,1,0
3623,302.6,312.4,1386,45.8,38,No Failure,19.0,0,1,0
3624,302.6,312.4,1398,41.6,40,No Failure,20.0,0,1,0
3625,302.6,312.3,1321,53.4,42,No Failure,21.0,0,1,0
3626,302.6,312.3,1512,34.2,44,No Failure,22.0,0,1,0
3627,302.7,312.4,1422,44.5,49,No Failure,16.333333333333332,0,0,1
3628,302.6,312.2,1377,45.5,54,No Failure,27.0,0,1,0
3629,302.6,312.3,1554,42.0,58,No Failure,29.0,0,1,0
3630,302.8,312.4,1590,34.4,64,No Failure,32.0,0,1,0
3631,302.8,312.5,1694,28.4,66,No Failure,33.0,0,1,0
3632,302.8,312.5,1462,43.4,68,No Failure,34.0,0,1,0
3633,302.8,312.4,1392,46.2,70,No Failure,35.0,0,1,0
3634,302.9,312.5,1629,30.4,74,No Failure,37.0,0,1,0
3635,303.0,312.5,1524,42.1,76,No Failure,25.333333333333332,0,0,1
3636,302.9,312.6,1394,46.4,82,No Failure,27.333333333333332,0,0,1
3637,303.0,312.5,1626,30.5,87,No Failure,43.5,0,1,0
3638,303.0,312.6,1392,42.9,94,No Failure,31.333333333333332,0,0,1
3639,303.1,312.7,1353,51.8,97,No Failure,48.5,0,1,0
3640,303.0,312.7,1426,46.8,99,No Failure,33.0,0,0,1
3641,303.1,312.9,1511,40.1,107,No Failure,53.5,0,1,0
3642,303.1,312.8,1465,44.1,109,No Failure,54.5,0,1,0
3643,303.1,312.8,2329,15.1,113,No Failure,56.5,0,1,0
3644,303.0,312.7,1361,48.8,120,No Failure,60.0,0,1,0
3645,303.1,312.6,1895,23.5,129,No Failure,43.0,0,0,1
3646,303.1,312.6,1567,32.9,132,No Failure,44.0,0,0,1
3647,303.0,312.5,1602,33.7,135,No Failure,45.0,0,0,1
3648,303.1,312.6,1514,42.1,138,No Failure,69.0,0,1,0
3649,303.1,312.5,1453,49.1,140,No Failure,70.0,0,1,0
3650,303.0,312.4,1526,36.1,142,No Failure,47.333333333333336,0,0,1
3651,302.9,312.3,1889,22.8,148,No Failure,74.0,0,1,0
3652,302.9,312.4,1561,34.8,150,No Failure,75.0,0,1,0
3653,302.9,312.4,1659,33.1,152,No Failure,50.666666666666664,0,0,1
3654,302.9,312.4,1424,49.5,155,No Failure,77.5,0,1,0
3655,302.9,312.3,1426,44.7,157,No Failure,52.333333333333336,0,0,1
3656,302.8,312.3,1764,29.9,162,No Failure,81.0,0,1,0
3657,302.7,312.2,1585,35.5,167,No Failure,55.666666666666664,0,0,1
3658,302.7,312.3,1346,61.2,170,Random Failures,85.0,0,1,0
3659,302.8,312.3,1386,57.8,172,No Failure,86.0,0,1,0
3660,302.7,312.2,1369,51.8,174,No Failure,87.0,0,1,0
3661,302.7,312.1,1378,46.9,176,No Failure,58.666666666666664,0,0,1
3662,302.7,312.2,1336,46.8,179,No Failure,89.5,0,1,0
3663,302.7,312.2,1611,34.1,186,No Failure,93.0,0,1,0
3664,302.6,312.0,1781,28.5,196,No Failure,98.0,0,1,0
3665,302.6,312.1,1782,26.8,198,No Failure,99.0,0,1,0
3666,302.5,312.0,1826,25.3,203,No Failure,67.66666666666667,0,0,1
3667,302.6,312.2,1520,43.0,208,No Failure,104.0,0,1,0
3668,302.6,312.1,1611,39.9,210,No Failure,70.0,0,0,1
3669,302.7,312.2,1450,52.1,213,Overstrain Failure,106.5,0,1,0
3670,302.6,312.1,1499,35.0,215,Random Failures,107.5,0,1,0
3671,302.6,312.1,1288,68.5,0,Power Failure,0.0,0,1,0
3672,302.9,312.4,1334,50.9,5,No Failure,1.6666666666666667,0,0,1
3673,302.8,312.4,1376,57.1,8,No Failure,4.0,0,1,0
3674,302.9,312.5,1357,55.0,12,Random Failures,2.4,1,0,0
3675,302.9,312.5,1924,24.0,17,No Failure,5.666666666666667,0,0,1
3676,302.9,312.5,1903,21.2,23,No Failure,7.666666666666667,0,0,1
3677,302.9,312.3,1417,48.7,26,No Failure,5.2,1,0,0
3678,302.7,312.1,1601,35.2,31,No Failure,15.5,0,1,0
3679,302.7,312.1,1543,37.5,33,No Failure,16.5,0,1,0
3680,302.6,312.1,1439,52.3,35,No Failure,17.5,0,1,0
3681,302.6,312.0,1657,29.3,37,No Failure,7.4,1,0,0
3682,302.9,312.2,1677,30.5,46,No Failure,23.0,0,1,0
3683,302.8,312.1,1520,39.9,48,No Failure,24.0,0,1,0
3684,302.8,312.1,1418,51.4,54,No Failure,27.0,0,1,0
3685,302.8,312.1,1958,20.3,56,No Failure,28.0,0,1,0
3686,302.8,312.2,1452,50.3,60,No Failure,20.0,0,0,1
3687,302.7,312.0,1828,24.0,63,No Failure,31.5,0,1,0
3688,302.6,312.0,1674,32.2,70,No Failure,35.0,0,1,0
3689,302.6,311.9,1448,49.5,72,No Failure,36.0,0,1,0
3690,302.6,312.0,1496,45.0,79,No Failure,26.333333333333332,0,0,1
3691,302.6,311.9,1453,39.1,84,No Failure,42.0,0,1,0
3692,302.5,311.9,1520,44.9,94,No Failure,47.0,0,1,0
3693,302.5,311.9,1532,38.8,96,No Failure,32.0,0,0,1
3694,302.4,311.8,1384,50.9,99,No Failure,49.5,0,1,0
3695,302.4,311.8,1539,39.9,101,No Failure,33.666666666666664,0,0,1
3696,302.3,311.7,1504,37.3,107,No Failure,35.666666666666664,0,0,1
3697,302.4,311.8,1476,46.6,110,No Failure,55.0,0,1,0
3698,302.4,311.7,1721,26.9,112,No Failure,56.0,0,1,0
3699,302.3,311.7,1494,37.1,114,No Failure,38.0,0,0,1
3700,302.3,311.7,1465,43.5,117,No Failure,58.5,0,1,0
3701,302.3,311.8,1879,23.0,124,No Failure,41.333333333333336,0,0,1
3702,302.4,311.8,1433,42.2,134,No Failure,67.0,0,1,0
3703,302.3,311.7,1400,41.6,136,No Failure,68.0,0,1,0
3704,302.4,311.8,1255,59.0,138,No Failure,69.0,0,1,0
3705,302.2,311.7,1471,45.6,140,No Failure,70.0,0,1,0
3706,302.2,311.6,1357,44.2,142,No Failure,28.4,1,0,0
3707,302.3,311.7,1453,41.2,147,No Failure,73.5,0,1,0
3708,302.3,311.9,1374,52.4,154,No Failure,30.8,1,0,0
3709,302.5,312.0,1579,35.7,167,No Failure,33.4,1,0,0
3710,302.5,312.0,1521,40.2,174,No Failure,58.0,0,0,1
3711,302.5,312.0,1411,44.2,177,No Failure,88.5,0,1,0
3712,302.5,312.0,1357,42.0,179,No Failure,35.8,1,0,0
3713,302.5,311.9,1553,40.1,187,No Failure,93.5,0,1,0
3714,302.5,312.0,1451,43.2,189,No Failure,63.0,0,0,1
3715,302.4,311.9,1541,37.9,192,No Failure,96.0,0,1,0
3716,302.3,311.7,1341,46.3,194,No Failure,64.66666666666667,0,0,1
3717,302.4,311.9,1671,29.9,204,No Failure,102.0,0,1,0
3718,302.4,312.0,1457,45.5,206,No Failure,103.0,0,1,0
3719,302.5,312.0,1445,54.8,0,No Failure,0.0,0,0,1
3720,302.5,312.1,1534,38.6,3,No Failure,1.5,0,1,0
3721,302.4,312.0,1508,36.9,5,No Failure,2.5,0,1,0
3722,302.4,312.1,1492,47.7,7,No Failure,2.3333333333333335,0,0,1
3723,302.4,312.0,1562,37.9,10,No Failure,5.0,0,1,0
3724,302.4,312.0,1545,36.4,12,No Failure,6.0,0,1,0
3725,302.4,312.0,1477,39.7,18,No Failure,3.6,1,0,0
3726,302.4,312.1,1455,40.4,28,No Failure,14.0,0,1,0
3727,302.5,312.2,1574,38.7,30,No Failure,15.0,0,1,0
3728,302.6,312.2,1695,27.1,32,No Failure,16.0,0,1,0
3729,302.6,312.2,1458,38.8,34,No Failure,11.333333333333334,0,0,1
3730,302.5,312.0,1673,29.9,42,No Failure,21.0,0,1,0
3731,302.4,311.9,1578,29.9,44,No Failure,22.0,0,1,0
3732,302.5,312.0,1642,29.1,46,No Failure,15.333333333333334,0,0,1
3733,302.4,311.8,1557,31.5,49,No Failure,16.333333333333332,0,0,1
3734,302.5,311.9,1481,42.9,52,No Failure,26.0,0,1,0
3735,302.5,311.8,1566,37.6,54,No Failure,18.0,0,0,1
3736,302.6,311.9,1354,48.0,67,No Failure,33.5,0,1,0
3737,302.6,311.9,1598,35.5,69,No Failure,34.5,0,1,0
3738,302.7,312.0,1501,37.0,77,No Failure,38.5,0,1,0
3739,302.7,312.0,1652,31.0,81,No Failure,27.0,0,0,1
3740,302.9,312.2,1605,33.9,86,No Failure,43.0,0,1,0
3741,302.9,312.1,1334,54.7,88,No Failure,44.0,0,1,0
3742,302.9,312.2,1513,37.8,92,No Failure,46.0,0,1,0
3743,302.9,312.2,1510,41.4,94,No Failure,47.0,0,1,0
3744,302.9,312.2,1729,23.6,96,No Failure,48.0,0,1,0
3745,303.1,312.4,1378,50.1,104,No Failure,34.666666666666664,0,0,1
3746,303.0,312.3,1674,29.5,109,No Failure,36.333333333333336,0,0,1
3747,303.0,312.3,1483,38.8,114,No Failure,38.0,0,0,1
3748,303.0,312.2,1624,28.8,117,No Failure,23.4,1,0,0
3749,303.0,312.2,1257,71.3,122,Power Failure,40.666666666666664,0,0,1
3750,303.0,312.3,1480,41.4,125,No Failure,62.5,0,1,0
3751,303.1,312.4,1404,61.5,127,Power Failure,63.5,0,1,0
3752,303.0,312.4,1645,29.6,129,No Failure,43.0,0,0,1
3753,303.0,312.3,1932,21.9,132,No Failure,66.0,0,1,0
3754,303.0,312.3,1533,38.5,134,No Failure,67.0,0,1,0
3755,302.9,312.2,1571,40.6,139,No Failure,69.5,0,1,0
3756,302.9,312.3,1578,36.3,141,No Failure,70.5,0,1,0
3757,302.7,312.1,1728,24.4,146,No Failure,73.0,0,1,0
3758,302.7,312.1,1603,32.5,148,No Failure,29.6,1,0,0
3759,302.7,312.1,1597,39.8,153,No Failure,76.5,0,1,0
3760,302.7,312.1,1688,32.0,155,No Failure,77.5,0,1,0
3761,302.7,312.2,1405,51.4,157,No Failure,78.5,0,1,0
3762,302.7,312.2,1376,52.8,164,No Failure,82.0,0,1,0
3763,302.6,312.1,1502,47.3,171,No Failure,85.5,0,1,0
3764,302.6,312.0,1447,45.5,173,No Failure,86.5,0,1,0
3765,302.5,312.0,1487,46.1,175,No Failure,58.333333333333336,0,0,1
3766,302.6,312.1,1668,28.7,180,Random Failures,90.0,0,1,0
3767,302.6,312.1,1420,51.6,182,No Failure,91.0,0,1,0
3768,302.6,312.1,1473,37.3,184,No Failure,92.0,0,1,0
3769,302.5,312.0,1495,38.8,186,No Failure,93.0,0,1,0
3770,302.5,312.0,1574,42.0,188,No Failure,94.0,0,1,0
3771,302.5,312.0,1383,51.3,190,No Failure,95.0,0,1,0
3772,302.5,312.0,1591,29.4,192,No Failure,64.0,0,0,1
3773,302.4,311.8,1644,37.2,195,No Failure,65.0,0,0,1
3774,302.5,311.9,1401,44.9,203,No Failure,101.5,0,1,0
3775,302.5,312.0,1456,46.3,208,No Failure,104.0,0,1,0
3776,302.5,312.0,1447,45.7,210,No Failure,70.0,0,0,1
3777,302.4,311.7,1495,36.8,215,No Failure,107.5,0,1,0
3778,302.3,311.6,1544,34.3,0,No Failure,0.0,0,1,0
3779,302.3,311.5,1387,47.3,2,No Failure,1.0,0,1,0
3780,302.3,311.5,1794,26.1,7,No Failure,3.5,0,1,0
3781,302.2,311.4,1372,55.1,9,No Failure,3.0,0,0,1
3782,302.3,311.5,1674,30.0,12,No Failure,4.0,0,0,1
3783,302.2,311.4,1397,53.0,17,No Failure,8.5,0,1,0
3784,302.2,311.5,1616,34.0,19,No Failure,9.5,0,1,0
3785,302.3,311.5,1530,42.3,21,No Failure,7.0,0,0,1
3786,302.3,311.4,1845,21.9,27,No Failure,13.5,0,1,0
3787,302.2,311.4,1430,43.1,29,No Failure,14.5,0,1,0
3788,302.2,311.4,2080,19.2,31,No Failure,15.5,0,1,0
3789,302.2,311.4,1432,45.3,33,No Failure,11.0,0,0,1
3790,302.2,311.5,1479,39.5,36,No Failure,12.0,0,0,1
3791,302.2,311.5,1424,45.2,39,No Failure,19.5,0,1,0
3792,302.2,311.6,1534,37.2,41,No Failure,8.2,1,0,0
3793,302.1,311.6,1701,26.2,46,No Failure,9.2,1,0,0
3794,302.2,311.7,1393,42.5,53,No Failure,17.666666666666668,0,0,1
3795,302.3,311.8,1565,37.8,59,No Failure,29.5,0,1,0
3796,302.2,311.7,1466,49.0,66,No Failure,22.0,0,0,1
3797,302.2,311.6,1386,50.5,69,No Failure,23.0,0,0,1
3798,302.2,311.6,1383,44.3,72,No Failure,36.0,0,1,0
3799,302.2,311.6,1592,37.7,79,No Failure,26.333333333333332,0,0,1
3800,302.2,311.6,1594,36.8,82,No Failure,16.4,1,0,0
3801,302.2,311.5,1482,45.6,87,No Failure,43.5,0,1,0
3802,302.3,311.7,2170,18.2,91,No Failure,45.5,0,1,0
3803,302.3,311.8,1435,44.8,98,No Failure,49.0,0,1,0
3804,302.4,311.8,1320,56.4,100,No Failure,50.0,0,1,0
3805,302.5,311.9,1595,34.6,112,No Failure,22.4,1,0,0
3806,302.5,311.9,1354,49.4,117,No Failure,58.5,0,1,0
3807,302.5,311.9,1265,59.8,119,No Failure,59.5,0,1,0
3808,302.4,311.9,1867,25.9,121,No Failure,60.5,0,1,0
3809,302.5,311.9,1497,41.6,123,No Failure,61.5,0,1,0
3810,302.5,311.9,1347,54.3,125,No Failure,41.666666666666664,0,0,1
3811,302.3,311.7,1544,43.2,128,No Failure,64.0,0,1,0
3812,302.5,311.8,1335,52.7,135,No Failure,67.5,0,1,0
3813,302.4,311.9,1452,43.1,137,No Failure,68.5,0,1,0
3814,302.2,311.7,1556,38.6,145,No Failure,72.5,0,1,0
3815,302.2,311.6,1545,35.9,152,No Failure,76.0,0,1,0
3816,302.2,311.7,1330,54.6,154,No Failure,77.0,0,1,0
3817,302.2,311.8,1618,36.0,158,No Failure,79.0,0,1,0
3818,302.3,312.0,1354,52.2,165,No Failure,82.5,0,1,0
3819,302.3,312.0,1746,28.1,167,No Failure,83.5,0,1,0
3820,302.3,311.9,1434,51.9,173,No Failure,86.5,0,1,0
3821,302.3,311.8,1443,43.4,175,No Failure,58.333333333333336,0,0,1
3822,302.3,311.8,1475,48.0,180,No Failure,60.0,0,0,1
3823,302.3,311.8,1559,34.4,191,No Failure,63.666666666666664,0,0,1
3824,302.4,311.9,1422,46.4,194,No Failure,64.66666666666667,0,0,1
3825,302.3,311.8,1463,35.7,197,No Failure,65.66666666666667,0,0,1
3826,302.3,311.7,1793,25.3,200,No Failure,100.0,0,1,0
3827,302.3,311.8,1487,43.2,206,No Failure,103.0,0,1,0
3828,302.3,311.8,1369,56.2,208,Overstrain Failure,104.0,0,1,0
3829,302.4,311.8,1673,30.1,210,No Failure,105.0,0,1,0
3830,302.4,311.9,1439,36.6,212,No Failure,70.66666666666667,0,0,1
3831,302.3,311.8,1574,42.8,215,No Failure,107.5,0,1,0
3832,302.3,311.7,1281,48.8,0,No Failure,0.0,0,1,0
3833,302.2,311.7,1653,31.4,2,No Failure,0.6666666666666666,0,0,1
3834,302.3,311.7,1535,38.3,5,No Failure,1.6666666666666667,0,0,1
3835,302.3,311.7,1483,40.5,8,No Failure,2.6666666666666665,0,0,1
3836,302.2,311.6,1379,42.9,13,No Failure,4.333333333333333,0,0,1
3837,302.2,311.5,1482,42.6,16,No Failure,3.2,1,0,0
3838,302.1,311.5,1987,20.1,21,No Failure,10.5,0,1,0
3839,302.2,311.8,1330,62.4,31,No Failure,6.2,1,0,0
3840,302.2,311.8,1981,21.8,36,No Failure,18.0,0,1,0
3841,302.3,311.8,1475,42.8,38,No Failure,7.6,1,0,0
3842,302.1,311.5,1727,27.7,50,No Failure,25.0,0,1,0
3843,302.0,311.5,1366,52.3,54,No Failure,18.0,0,0,1
3844,301.9,311.3,1366,55.6,57,No Failure,28.5,0,1,0
3845,301.9,311.3,1522,35.6,63,No Failure,21.0,0,0,1
3846,301.7,311.2,1589,37.9,75,No Failure,37.5,0,1,0
3847,301.7,311.3,1708,30.5,77,No Failure,38.5,0,1,0
3848,301.6,311.2,1408,42.9,89,No Failure,44.5,0,1,0
3849,301.6,311.2,1525,43.7,91,No Failure,45.5,0,1,0
3850,301.6,311.2,1395,46.8,95,No Failure,19.0,1,0,0
3851,301.5,311.1,1602,34.3,100,No Failure,50.0,0,1,0
3852,301.6,311.1,1907,21.5,102,No Failure,51.0,0,1,0
3853,301.6,311.1,1325,49.2,104,No Failure,52.0,0,1,0
3854,301.6,311.1,1408,44.4,106,No Failure,53.0,0,1,0
3855,301.7,311.1,1489,41.4,108,No Failure,36.0,0,0,1
3856,301.7,311.2,1517,42.4,113,No Failure,56.5,0,1,0
3857,301.7,311.1,1618,36.7,115,No Failure,38.333333333333336,0,0,1
3858,301.7,311.1,1455,39.8,118,No Failure,59.0,0,1,0
3859,301.8,311.1,1543,36.4,120,No Failure,24.0,1,0,0
3860,301.7,311.1,1469,37.2,128,No Failure,64.0,0,1,0
3861,301.7,311.2,1521,36.7,130,No Failure,65.0,0,1,0
3862,301.7,311.3,1584,38.8,132,No Failure,66.0,0,1,0
3863,301.7,311.2,1563,34.5,139,No Failure,46.333333333333336,0,0,1
3864,301.8,311.3,1542,40.1,142,No Failure,47.333333333333336,0,0,1
3865,301.8,311.3,1471,44.2,148,No Failure,74.0,0,1,0
3866,301.9,311.5,1492,40.8,150,No Failure,50.0,0,0,1
3867,301.9,311.4,1465,39.9,153,No Failure,51.0,0,0,1
3868,301.5,310.8,1593,34.5,162,No Failure,81.0,0,1,0
3869,301.5,310.9,1469,44.7,164,No Failure,82.0,0,1,0
3870,301.5,310.8,1413,44.6,166,No Failure,83.0,0,1,0
3871,301.4,310.8,1490,38.0,168,No Failure,84.0,0,1,0
3872,301.5,310.9,1671,31.1,170,No Failure,85.0,0,1,0
3873,301.5,310.9,1365,46.5,172,No Failure,86.0,0,1,0
3874,301.4,310.9,1489,38.9,179,No Failure,59.666666666666664,0,0,1
3875,301.4,311.0,1733,25.7,182,No Failure,91.0,0,1,0
3876,301.3,311.0,1856,21.9,189,No Failure,94.5,0,1,0
3877,301.3,311.1,1454,40.3,191,No Failure,95.5,0,1,0
3878,301.4,311.1,1495,36.3,193,No Failure,96.5,0,1,0
3879,301.2,311.0,1761,29.1,195,No Failure,97.5,0,1,0
3880,301.3,311.0,1402,47.5,197,No Failure,65.66666666666667,0,0,1
3881,301.2,311.0,1670,33.0,200,No Failure,100.0,0,1,0
3882,301.3,311.0,1539,36.9,206,No Failure,103.0,0,1,0
3883,301.3,311.0,1418,41.9,208,No Failure,104.0,0,1,0
3884,301.3,311.1,1723,27.6,210,No Failure,105.0,0,1,0
3885,301.3,311.1,1303,49.2,212,No Failure,106.0,0,1,0
3886,301.3,311.0,1463,50.2,214,No Failure,71.33333333333333,0,0,1
3887,301.2,311.0,1544,39.3,217,No Failure,108.5,0,1,0
3888,301.3,311.1,1492,41.2,223,No Failure,74.33333333333333,0,0,1
3889,301.2,311.1,1574,34.3,4,No Failure,1.3333333333333333,0,0,1
3890,301.3,311.3,1474,50.7,10,No Failure,5.0,0,1,0
3891,301.3,311.2,1457,44.5,14,No Failure,7.0,0,1,0
3892,301.3,311.2,1668,30.1,18,No Failure,9.0,0,1,0
3893,301.2,311.1,1550,39.7,20,No Failure,10.0,0,1,0
3894,301.4,311.2,1476,36.5,25,No Failure,8.333333333333334,0,0,1
3895,301.4,311.2,1541,36.3,28,No Failure,9.333333333333334,0,0,1
3896,301.3,311.1,1678,30.7,34,No Failure,11.333333333333334,0,0,1
3897,301.5,311.2,1700,28.8,39,No Failure,19.5,0,1,0
3898,301.4,311.1,1462,37.1,41,No Failure,20.5,0,1,0
3899,301.4,311.3,1674,33.3,46,No Failure,23.0,0,1,0
3900,301.4,311.3,1397,42.3,48,No Failure,24.0,0,1,0
3901,301.4,311.2,1434,47.6,52,No Failure,17.333333333333332,0,0,1
3902,301.3,311.1,1560,35.3,55,No Failure,27.5,0,1,0
3903,301.2,311.0,1573,32.8,57,No Failure,28.5,0,1,0
3904,301.2,310.9,1798,22.3,59,No Failure,11.8,1,0,0
3905,301.2,311.0,1567,35.1,64,No Failure,32.0,0,1,0
3906,301.2,310.9,1416,53.3,66,No Failure,33.0,0,1,0
3907,301.2,310.9,1598,35.9,71,No Failure,14.2,1,0,0
3908,301.3,310.9,1760,23.9,76,No Failure,38.0,0,1,0
3909,301.3,311.0,1542,33.6,80,No Failure,40.0,0,1,0
3910,301.3,310.9,1566,33.1,82,No Failure,41.0,0,1,0
3911,301.3,311.0,1554,47.7,84,No Failure,42.0,0,1,0
3912,301.4,311.0,1470,40.6,86,No Failure,43.0,0,1,0
3913,301.5,311.1,1402,40.0,94,No Failure,31.333333333333332,0,0,1
3914,301.5,311.1,1459,45.1,97,No Failure,48.5,0,1,0
3915,301.5,311.0,1494,45.3,99,No Failure,49.5,0,1,0
3916,301.5,311.1,1731,27.9,101,No Failure,50.5,0,1,0
3917,301.5,311.1,2076,18.7,103,No Failure,51.5,0,1,0
3918,301.5,311.1,2055,16.8,105,No Failure,52.5,0,1,0
3919,301.5,311.1,1469,49.5,107,No Failure,53.5,0,1,0
3920,301.5,311.0,1504,42.6,109,No Failure,36.333333333333336,0,0,1
3921,301.4,311.0,1701,28.4,127,No Failure,63.5,0,1,0
3922,301.5,311.1,1434,49.6,129,No Failure,64.5,0,1,0
3923,301.4,311.1,1952,22.7,131,No Failure,65.5,0,1,0
3924,301.4,311.1,1800,26.0,135,No Failure,67.5,0,1,0
3925,301.3,311.1,1438,43.0,137,No Failure,45.666666666666664,0,0,1
3926,301.3,311.1,1647,28.2,140,No Failure,70.0,0,1,0
3927,301.4,311.1,1445,41.4,144,No Failure,28.8,1,0,0
3928,301.4,311.0,1634,32.6,155,No Failure,77.5,0,1,0
3929,301.4,311.0,1334,53.3,157,No Failure,78.5,0,1,0
3930,301.3,311.0,1410,52.7,161,No Failure,53.666666666666664,0,0,1
3931,301.2,310.9,1597,37.9,164,No Failure,82.0,0,1,0
3932,301.0,310.7,1517,40.2,171,No Failure,57.0,0,0,1
3933,301.0,310.7,1300,57.2,174,No Failure,87.0,0,1,0
3934,300.9,310.7,1485,41.0,181,No Failure,60.333333333333336,0,0,1
3935,300.9,310.5,1894,21.9,188,No Failure,94.0,0,1,0
3936,300.8,310.5,1582,31.1,193,No Failure,38.6,1,0,0
3937,300.8,310.4,1419,46.4,200,No Failure,40.0,1,0,0
3938,300.8,310.3,1526,36.3,205,No Failure,68.33333333333333,0,0,1
3939,300.7,310.2,1364,65.3,208,Power Failure,41.6,1,0,0
3940,300.8,310.3,1458,43.4,0,No Failure,0.0,0,0,1
3941,300.8,310.4,1288,64.0,3,No Failure,1.0,0,0,1
3942,300.6,310.2,1555,41.9,19,No Failure,9.5,0,1,0
3943,300.6,310.2,1341,52.6,21,No Failure,10.5,0,1,0
3944,300.6,310.1,1541,42.0,23,No Failure,11.5,0,1,0
3945,300.5,310.3,1336,57.1,29,No Failure,14.5,0,1,0
3946,300.5,310.3,1435,43.3,31,No Failure,15.5,0,1,0
3947,300.4,310.3,1537,35.0,33,No Failure,11.0,0,0,1
3948,300.3,310.2,1369,48.8,36,No Failure,18.0,0,1,0
3949,300.2,310.1,1619,31.3,38,No Failure,12.666666666666666,0,0,1
3950,300.2,310.1,1440,51.1,41,No Failure,20.5,0,1,0
3951,300.2,310.1,1649,30.5,43,No Failure,21.5,0,1,0
3952,300.2,310.1,1550,38.7,45,No Failure,15.0,0,0,1
3953,300.3,310.3,1483,51.6,50,No Failure,25.0,0,1,0
3954,300.3,310.4,1336,54.4,52,No Failure,26.0,0,1,0
3955,300.5,310.5,1515,36.6,54,No Failure,27.0,0,1,0
3956,300.5,310.5,1373,47.4,56,No Failure,28.0,0,1,0
3957,300.5,310.5,1646,34.5,63,No Failure,31.5,0,1,0
3958,300.5,310.4,1548,37.3,65,No Failure,21.666666666666668,0,0,1
3959,300.6,310.5,1462,41.3,68,No Failure,22.666666666666668,0,0,1
3960,300.7,310.7,1450,43.4,80,No Failure,40.0,0,1,0
3961,300.7,310.7,1541,41.3,82,No Failure,41.0,0,1,0
3962,300.7,310.6,1484,38.0,84,No Failure,28.0,0,0,1
3963,300.7,310.8,1496,46.4,90,No Failure,45.0,0,1,0
3964,300.7,310.8,1465,45.2,92,No Failure,30.666666666666668,0,0,1
3965,300.7,310.8,1506,44.0,97,No Failure,32.333333333333336,0,0,1
3966,300.7,310.8,1689,28.9,100,No Failure,50.0,0,1,0
