,udi,product_id,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,min_processo,type_H,type_L,type_M
1676,9312,L56491,298.4,309.4,1540,43.2,141,1.8,0,1,0
1677,7919,L55098,300.8,312.1,1505,41.3,173,7.0,0,1,0
1678,6613,L53792,301.6,310.6,1222,70.0,62,9.0,0,1,0
1679,9790,L56969,298.6,309.6,1715,28.4,90,11.5,0,1,0
1680,354,H29767,297.5,308.3,1674,30.0,54,12.5,1,0,0
1681,876,M15735,295.8,306.3,1444,45.5,76,14.5,0,0,1
1682,7227,L54406,299.7,309.6,1399,51.3,144,15.5,0,1,0
1683,6975,L54154,300.7,311.0,1318,48.2,128,16.5,0,1,0
1684,9182,L56361,297.9,309.1,1521,36.1,15,11.666666666666666,0,1,0
1685,1706,M16565,298.1,307.8,1608,32.6,57,19.0,0,0,1
1686,3454,L50633,301.5,310.4,1425,54.4,7,16.333333333333332,0,1,0
1687,8955,L56134,297.3,308.0,1447,49.0,61,17.333333333333332,0,1,0
1688,1106,M15965,296.6,307.5,1734,27.0,50,27.5,0,0,1
1689,6132,H35545,301.0,311.0,1640,37.6,118,28.5,1,0,0
1690,8235,L55414,299.2,310.6,1534,39.7,83,32.0,0,1,0
1691,5033,M19892,304.0,313.1,1694,31.4,116,22.0,0,0,1
1692,3381,L50560,301.4,310.7,1590,36.3,43,34.5,0,1,0
1693,3283,L50462,301.2,309.9,1515,40.9,21,35.5,0,1,0
1694,55,L47234,298.7,309.0,1691,30.1,154,37.5,0,1,0
1695,158,H29571,298.4,308.2,1478,43.5,206,38.5,1,0,0
1696,1379,H30792,298.8,310.2,1455,44.9,107,15.8,1,0,0
1697,6926,M21785,301.1,311.6,1266,55.5,210,42.0,0,0,1
1698,2120,M16979,299.3,308.9,1858,24.7,101,44.0,0,0,1
1699,9397,L56576,297.8,308.3,1498,47.3,160,19.0,0,1,0
1700,2869,L50048,300.8,309.7,1418,46.6,12,50.0,0,1,0
1701,893,L48072,295.7,306.1,1343,54.4,119,51.0,0,1,0
1702,2783,M17642,300.2,309.6,1491,41.8,41,34.666666666666664,0,0,1
1703,3378,H32791,301.5,310.8,1591,29.6,33,53.5,1,0,0
1704,7220,M22079,299.8,309.7,1556,37.7,124,54.5,0,0,1
1705,2465,M17324,298.9,308.5,1534,42.9,121,37.0,0,0,1
1706,5749,M20608,302.2,311.7,1576,34.0,28,59.0,0,0,1
1707,1178,M16037,297.2,308.3,1604,39.4,9,64.5,0,0,1
1708,2752,L49931,299.7,309.1,1417,50.1,187,43.666666666666664,0,1,0
1709,9117,H38530,297.6,308.7,1659,32.1,49,44.666666666666664,1,0,0
1710,35,M14894,298.8,309.1,1559,34.7,95,70.0,0,0,1
1711,4066,M18925,301.9,310.7,1511,37.6,70,72.5,0,0,1
1712,6935,L54114,300.8,311.4,1536,40.9,22,73.5,0,1,0
1713,2700,L49879,299.9,309.4,1363,60.9,57,76.5,0,1,0
1714,6244,L53423,301.0,310.4,2204,16.6,175,51.666666666666664,0,1,0
1715,1370,M16229,298.7,310.3,1481,41.5,83,79.0,0,0,1
1716,6715,L53894,301.3,310.6,1440,53.8,90,80.0,0,1,0
1717,8233,L55412,299.1,310.6,1326,49.7,78,32.4,0,1,0
1718,5768,M20627,301.6,311.2,1415,46.5,82,83.5,0,0,1
1719,1126,M15985,296.7,307.8,1375,51.4,108,57.333333333333336,0,0,1
1720,3551,M18410,301.9,311.0,1432,41.5,51,87.5,0,0,1
1721,895,L48074,295.6,306.2,1426,48.6,124,88.5,0,1,0
1722,5082,M19941,304.1,313.3,1494,39.0,49,89.5,0,0,1
1723,6188,L53367,301.0,311.0,1437,56.0,33,90.5,0,1,0
1724,4200,M19059,302.5,311.1,1638,32.0,198,92.5,0,0,1
1725,4175,L51354,302.3,310.7,1499,37.8,137,94.5,0,1,0
1726,9722,L56901,298.8,309.8,1490,40.6,124,95.5,0,1,0
1727,5349,L52528,303.3,312.6,1623,34.6,102,97.5,0,1,0
1728,7876,L55055,300.7,312.3,1898,24.0,60,98.5,0,1,0
1729,7190,L54369,300.4,310.4,1486,46.3,48,66.33333333333333,0,1,0
1730,4990,L52169,303.9,313.2,1499,37.4,7,101.0,0,1,0
1731,6198,L53377,300.9,310.8,1493,45.8,57,102.0,0,1,0
1732,8238,L55417,299.1,310.6,1796,26.0,90,103.0,0,1,0
1733,1754,L48933,298.2,307.5,1470,51.3,180,0.0,0,1,0
1734,2330,L49509,299.3,308.7,1484,40.5,213,5.5,0,1,0
1735,6265,L53444,300.9,310.4,1541,39.1,17,4.333333333333333,0,1,0
1736,7602,L54781,300.4,311.2,1351,62.0,18,8.0,0,1,0
1737,5247,L52426,303.5,313.0,1465,41.0,56,9.0,0,1,0
1738,3965,M18824,302.3,311.6,1668,33.2,52,7.333333333333333,0,0,1
1739,6662,M21521,301.3,310.4,1501,39.8,187,13.5,0,0,1
1740,9382,M24241,297.5,308.1,1480,42.4,112,10.333333333333334,0,0,1
1741,9142,L56321,297.5,308.5,1597,36.4,112,11.333333333333334,0,1,0
1742,3609,M18468,301.7,310.8,1954,21.6,198,7.8,0,0,1
1743,7175,L54354,300.2,310.2,1530,48.5,15,22.0,0,1,0
1744,3007,L50186,300.4,309.7,1488,35.7,177,23.0,0,1,0
1745,4638,M19497,303.1,311.3,1847,24.7,212,24.0,0,0,1
1746,8222,M23081,299.1,310.5,1428,43.0,53,10.0,0,0,1
1747,3434,M18293,301.6,310.6,1924,23.6,181,27.5,0,0,1
1748,4501,L51680,302.6,310.4,1638,36.2,84,28.5,0,1,0
1749,3826,H33239,302.2,310.7,1413,48.9,114,19.666666666666668,1,0,0
1750,7994,L55173,301.1,312.3,1595,31.9,134,31.0,0,1,0
1751,1699,L48878,297.9,307.6,1481,38.0,40,32.0,0,1,0
1752,2034,H31447,298.8,308.5,1359,47.6,85,33.0,1,0,0
1753,2636,H32049,299.9,309.6,1462,51.0,119,23.333333333333332,1,0,0
1754,2460,L49639,299.0,308.6,1297,54.2,110,36.5,0,1,0
1755,1870,M16729,298.3,308.1,1630,32.7,83,37.5,0,0,1
1756,9114,L56293,297.6,308.6,1744,28.5,42,25.666666666666668,0,1,0
1757,1414,M16273,298.7,309.8,1528,36.7,197,26.666666666666668,0,0,1
1758,5384,L52563,302.8,312.3,1504,40.3,204,27.666666666666668,0,1,0
1759,2830,L50009,300.3,309.3,1612,36.0,158,17.2,0,1,0
1760,4570,L51749,302.8,310.9,1636,35.0,38,45.5,0,1,0
1761,3669,L50848,302.3,311.7,1510,38.7,141,46.5,0,1,0
1762,4268,L51447,302.6,311.0,1520,42.8,148,31.666666666666668,0,1,0
1763,1826,M16685,298.0,307.5,1784,27.8,163,19.6,0,0,1
1764,9112,L56291,297.6,308.6,1351,51.0,37,37.333333333333336,0,1,0
1765,3414,L50593,301.3,310.3,1560,36.3,129,57.5,0,1,0
1766,7698,L54877,300.5,311.4,1400,45.1,29,58.5,0,1,0
1767,6059,M20918,300.9,310.9,1636,35.3,153,62.0,0,0,1
1768,6165,H35578,300.9,310.7,1656,30.7,200,63.0,1,0,0
1769,5087,L52266,304.0,313.0,1541,45.9,64,43.333333333333336,0,1,0
1770,4563,L51742,302.7,310.7,1398,57.7,19,27.2,0,1,0
1771,5597,M20456,302.7,312.0,1538,36.7,74,70.5,0,0,1
1772,4225,L51404,302.0,310.7,1698,28.1,39,47.666666666666664,0,1,0
1773,3221,M18080,300.7,309.6,1525,36.5,71,29.6,0,0,1
1774,2329,L49508,299.3,308.7,1579,36.3,211,51.0,0,1,0
1775,2694,M17553,300.1,309.6,1622,36.1,43,79.0,0,0,1
1776,1949,L49128,298.1,308.1,1410,45.8,71,53.333333333333336,0,1,0
1777,1376,M16235,298.8,310.3,1528,37.1,99,81.5,0,0,1
1778,9462,M24321,298.4,309.2,1414,46.4,128,82.5,0,0,1
1779,7783,M22642,300.4,311.6,1518,36.4,53,85.5,0,0,1
1780,4964,L52143,303.9,312.7,1789,24.4,163,57.666666666666664,0,1,0
1781,1697,L48876,297.9,307.6,1550,39.0,35,88.0,0,1,0
1782,5720,L52899,302.3,312.0,1398,43.3,171,59.333333333333336,0,1,0
1783,3171,M18030,300.4,309.7,1685,32.3,167,90.5,0,0,1
1784,667,L47846,297.5,309.0,1470,43.5,191,36.6,0,1,0
1785,4997,M19856,303.6,312.8,1400,43.2,23,94.0,0,0,1
1786,3575,L50754,301.7,310.6,1406,46.0,112,63.333333333333336,0,1,0
1787,750,L47929,296.6,308.0,1978,22.3,208,66.0,0,1,0
1788,6900,L54079,300.9,311.6,1671,33.5,148,100.5,0,1,0
1789,8904,M23763,297.4,308.7,1382,49.9,151,40.6,0,0,1
1790,489,L47668,297.4,309.2,1584,42.8,186,70.33333333333333,0,1,0
1791,9457,L56636,298.5,309.3,1630,33.3,116,42.8,0,1,0
1792,3709,L50888,302.1,311.4,1549,44.6,31,109.5,0,1,0
1793,5676,M20535,302.3,311.7,1453,42.5,56,73.66666666666667,0,0,1
1794,7983,L55162,301.0,312.3,1488,42.6,107,0.0,0,1,0
1795,1487,M16346,298.2,309.2,1524,34.6,161,1.0,0,0,1
1796,6323,M21182,300.7,310.1,1483,40.2,162,2.0,0,0,1
1797,5632,L52811,302.8,312.2,1515,36.8,162,3.0,0,1,0
1798,7677,L54856,300.6,311.7,1448,49.1,206,4.0,0,1,0
1799,1204,H30617,297.0,308.1,1410,47.6,79,6.0,1,0,0
1800,4273,L51452,302.5,310.8,1577,36.9,158,7.0,0,1,0
1801,8537,M23396,298.6,309.5,1426,45.4,38,9.0,0,0,1
1802,8477,L55656,298.5,309.6,1585,32.2,89,6.666666666666667,0,1,0
1803,9685,H39098,298.9,309.9,1376,51.0,32,11.5,1,0,0
1804,8600,L55779,297.6,308.4,1460,40.3,195,14.5,0,1,0
1805,409,M15268,297.4,308.6,1434,44.4,193,15.5,0,0,1
1806,7341,L54520,299.7,310.3,1386,46.6,2,17.5,0,1,0
1807,2146,L49325,299.3,308.8,1550,45.8,170,18.5,0,1,0
1808,5486,L52665,302.6,312.1,1344,51.0,206,19.5,0,1,0
1809,9350,M24209,298.2,308.7,1599,36.2,28,20.5,0,0,1
1810,6104,L53283,300.8,310.8,1407,45.1,51,15.333333333333334,0,1,0
1811,4795,L51974,303.6,312.6,1699,27.9,160,24.5,0,1,0
1812,9232,L56411,298.2,309.1,1539,36.5,134,25.5,0,1,0
1813,776,L47955,296.7,307.8,1453,46.0,33,26.5,0,1,0
1814,5378,L52557,302.9,312.4,2030,19.1,192,27.5,0,1,0
1815,9038,L56217,297.3,308.2,1896,24.4,47,29.5,0,1,0
1816,9473,M24332,298.7,309.4,1375,48.3,157,30.5,0,0,1
1817,3466,M18325,301.8,310.7,1383,45.7,44,31.5,0,0,1
1818,2197,M17056,299.7,308.9,1551,35.4,82,21.666666666666668,0,0,1
1819,4411,L51590,302.5,310.2,1586,32.2,64,22.666666666666668,0,1,0
1820,9263,M24122,298.3,309.1,1404,47.0,15,35.5,0,0,1
1821,5200,L52379,303.8,312.8,1503,40.0,154,25.333333333333332,0,1,0
1822,7229,H36642,299.8,309.7,1368,47.4,148,41.5,1,0,0
1823,9229,M24088,298.1,309.1,1572,37.5,126,42.5,0,0,1
1824,9667,M24526,299.1,310.3,1838,24.0,235,17.4,0,0,1
1825,1979,L49158,298.0,307.7,1442,43.6,148,30.666666666666668,0,1,0
1826,8893,L56072,297.6,308.8,1475,43.0,119,34.333333333333336,0,1,0
1827,7613,M22472,300.5,311.4,1743,27.6,46,55.0,0,0,1
1828,8239,L55418,299.1,310.4,1519,45.3,92,37.333333333333336,0,1,0
1829,8166,L55345,299.6,311.0,1552,33.2,139,58.5,0,1,0
1830,1781,L48960,298.5,308.2,1595,32.3,46,39.666666666666664,0,1,0
1831,5343,M20202,303.5,312.8,1375,45.7,89,61.0,0,0,1
1832,8361,L55540,298.6,309.6,1540,35.8,5,63.5,0,1,0
1833,9446,M24305,298.2,309.0,1446,45.8,80,65.5,0,0,1
1834,267,H29680,298.0,308.1,1440,43.7,37,66.5,1,0,0
1835,9734,M24593,298.9,310.1,1442,42.9,153,45.0,0,0,1
1836,4490,L51669,302.5,310.4,1487,40.2,48,69.0,0,1,0
1837,228,L47407,298.3,308.5,1539,36.1,168,70.0,0,1,0
1838,8531,M23390,298.5,309.3,1615,31.8,23,28.4,0,0,1
1839,594,L47773,297.5,309.6,1312,50.7,0,49.666666666666664,0,1,0
1840,7794,L54973,300.1,311.5,1434,40.8,80,51.666666666666664,0,1,0
1841,2139,L49318,299.3,309.0,1734,30.6,154,79.0,0,1,0
1842,8649,M23508,297.4,308.4,1478,46.2,95,80.0,0,0,1
1843,24,L47203,299.0,309.4,1758,25.7,68,81.0,0,1,0
1844,4341,M19200,301.7,309.9,1533,40.9,106,82.0,0,0,1
1845,2149,L49328,299.4,308.9,1583,34.1,176,83.0,0,1,0
1846,1490,M16349,298.2,309.0,1723,26.6,168,84.0,0,0,1
1847,4317,L51496,301.5,310.1,1639,33.4,47,56.666666666666664,0,1,0
1848,912,M15771,295.6,306.1,1490,42.7,171,87.5,0,0,1
1849,4818,L51997,303.5,312.1,1674,30.8,0,36.4,0,1,0
1850,4499,H33912,302.6,310.4,1614,36.0,74,63.0,1,0,0
1851,5151,L52330,304.3,313.5,1590,29.8,17,96.0,0,1,0
1852,1272,H30685,298.0,309.4,1490,40.5,53,38.8,1,0,0
1853,4089,L51268,301.9,310.5,1477,42.4,128,99.5,0,1,0
1854,338,L47517,297.6,308.3,1742,27.7,13,100.5,0,1,0
1855,5770,L52949,301.7,311.3,1348,51.0,87,101.5,0,1,0
1856,9928,L57107,298.5,308.6,1522,36.9,53,68.33333333333333,0,1,0
1857,1102,H30515,296.7,307.5,1607,33.6,38,104.0,1,0,0
1858,9116,M23975,297.6,308.6,1444,48.2,46,105.0,0,0,1
1859,3718,H33131,302.3,311.4,1443,44.1,51,107.0,1,0,0
1860,7204,M22063,299.8,309.6,1434,48.0,82,0.0,0,0,1
1861,9191,M24050,298.0,309.0,1439,38.5,34,1.0,0,0,1
1862,5540,H34953,302.3,311.7,1482,39.0,127,4.5,1,0,0
1863,8076,L55255,300.4,312.0,1366,43.0,117,4.333333333333333,0,1,0
1864,7192,L54371,300.3,310.3,1629,34.1,52,9.0,0,1,0
1865,9249,M24108,298.3,309.1,1488,40.6,176,10.0,0,0,1
1866,6968,M21827,300.8,311.2,1365,51.7,111,11.0,0,0,1
1867,468,L47647,297.2,308.5,2182,16.5,127,14.0,0,1,0
1868,8278,H37691,298.8,310.5,1294,55.8,202,15.0,1,0,0
1869,4765,M19624,303.7,312.0,1402,48.6,76,16.0,0,0,1
1870,5080,M19939,304.2,313.4,1411,54.8,44,12.0,0,0,1
1871,1203,M16062,297.0,308.1,1355,51.4,76,19.5,0,0,1
1872,2423,L49602,298.8,308.2,1443,53.4,21,14.666666666666666,0,1,0
1873,2121,H31534,299.2,308.8,1908,21.3,104,17.0,1,0,0
1874,6869,L54048,301.0,311.2,1363,46.3,62,18.0,0,1,0
1875,7963,L55142,301.0,312.2,1372,47.0,59,11.8,0,1,0
1876,8507,L55686,298.4,309.6,1710,27.3,163,32.0,0,1,0
1877,4731,L51910,303.3,311.7,1508,35.5,217,13.2,0,1,0
1878,3446,M18305,301.6,310.6,1599,36.1,208,35.5,0,0,1
1879,8751,L55930,297.3,308.5,1764,30.8,148,36.5,0,1,0
1880,7452,L54631,300.3,311.8,1508,43.1,57,37.5,0,1,0
1881,7357,L54536,299.6,310.2,1333,51.2,40,25.666666666666668,0,1,0
1882,5206,L52385,303.7,312.7,1468,43.3,168,40.0,0,1,0
1883,7617,M22476,300.6,311.4,1468,40.4,55,27.333333333333332,0,0,1
1884,3411,L50590,301.2,310.3,1451,39.7,123,42.5,0,1,0
1885,6966,L54145,300.7,311.0,1312,52.1,107,29.666666666666668,0,1,0
1886,383,L47562,297.5,308.5,1335,48.0,131,31.666666666666668,0,1,0
1887,8967,L56146,297.1,307.8,1636,30.3,90,49.0,0,1,0
1888,8718,L55897,297.1,308.7,1474,42.3,64,50.0,0,1,0
1889,7598,L54777,300.5,311.0,2074,18.9,9,51.0,0,1,0
1890,5172,M20031,304.2,313.4,1329,54.5,75,52.0,0,0,1
1891,1298,L48477,298.8,309.9,1428,42.4,132,35.333333333333336,0,1,0
1892,8692,L55871,297.1,308.5,1555,36.2,0,54.5,0,1,0
1893,7375,L54554,299.5,310.0,1379,50.4,85,55.5,0,1,0
1894,3961,L51140,302.2,311.4,1390,48.1,40,56.5,0,1,0
1895,346,L47525,297.5,308.3,1585,32.9,32,57.5,0,1,0
1896,264,M15123,298.0,308.1,1587,32.3,30,39.0,0,0,1
1897,7958,H37371,300.9,311.9,2140,16.5,43,60.0,1,0,0
1898,276,L47455,298.0,308.0,1401,54.7,65,61.0,0,1,0
1899,9679,M24538,299.1,310.2,1711,28.1,17,41.333333333333336,0,0,1
1900,1194,L48373,297.1,308.2,1347,50.8,49,64.5,0,1,0
1901,608,M15467,298.0,309.9,1565,33.9,40,65.5,0,0,1
1902,8556,L55735,298.2,309.0,1596,37.2,87,67.5,0,1,0
1903,7179,L54358,300.2,310.2,1600,31.5,23,45.666666666666664,0,1,0
1904,1137,L48316,296.9,307.8,1557,38.1,135,47.333333333333336,0,1,0
1905,6151,L53330,301.1,311.1,1711,29.1,170,48.333333333333336,0,1,0
1906,878,M15737,295.6,306.2,1584,33.6,81,50.0,0,0,1
1907,5281,L52460,303.6,312.9,1480,41.4,135,51.666666666666664,0,1,0
1908,5034,L52213,304.0,313.1,1564,50.9,119,55.333333333333336,0,1,0
1909,8194,L55373,299.5,310.8,1873,22.3,211,85.5,0,1,0
1910,2776,L49955,300.1,309.4,1560,47.7,26,86.5,0,1,0
1911,253,L47432,298.0,308.2,1620,35.8,5,58.333333333333336,0,1,0
1912,302,L47481,297.7,308.4,1740,27.1,136,89.0,0,1,0
1913,9836,L57015,298.4,309.3,1545,36.9,3,90.0,0,1,0
1914,2125,L49304,299.2,308.9,1430,39.1,117,60.666666666666664,0,1,0
1915,6044,M20903,300.7,310.9,1468,41.8,112,37.0,0,0,1
1916,607,L47786,297.9,309.8,1461,50.5,38,95.0,0,1,0
1917,1134,M15993,296.8,307.9,1418,47.9,127,96.0,0,0,1
1918,3395,L50574,301.5,310.6,1405,42.3,83,97.0,0,1,0
1919,9268,L56447,298.2,308.8,1362,57.3,28,98.0,0,1,0
1920,9244,L56423,298.3,308.8,1454,49.0,166,99.0,0,1,0
1921,2507,M17366,299.2,309.1,1503,34.7,6,101.0,0,0,1
1922,3419,H32832,301.6,310.6,1555,40.4,139,68.0,1,0,0
1923,8669,L55848,297.5,308.8,1502,45.9,150,72.0,0,1,0
1924,6501,M21360,300.9,310.0,1416,46.6,201,109.5,0,0,1
1925,7344,L54523,299.6,310.2,1468,48.0,9,110.5,0,1,0
1926,463,L47642,297.4,308.7,1433,43.4,116,44.6,0,1,0
1927,3922,L51101,302.7,311.5,1494,41.4,149,115.5,0,1,0
1928,821,L48000,296.7,307.6,1516,37.4,146,120.0,0,1,0
1929,6872,L54051,301.0,311.3,1349,47.0,71,122.0,0,1,0
1930,6519,H35932,301.0,310.0,1212,67.9,30,0.0,1,0,0
1931,4287,M19146,301.7,309.9,1434,47.9,189,2.5,0,0,1
1932,7162,L54341,300.2,310.2,1440,42.9,191,7.0,0,1,0
1933,8368,L55547,298.9,309.8,1390,49.9,21,5.333333333333333,0,1,0
1934,8454,L55633,298.6,309.9,1564,37.1,30,6.333333333333333,0,1,0
1935,6216,L53395,301.1,310.8,1521,41.0,99,11.0,0,1,0
1936,3444,L50623,301.5,310.5,1535,39.0,204,14.5,0,1,0
1937,9538,M24397,299.3,310.6,1457,42.1,104,10.333333333333334,0,0,1
1938,8645,M23504,297.6,308.5,1443,38.2,85,11.333333333333334,0,0,1
1939,2936,M17795,300.8,309.7,1680,28.2,189,12.333333333333334,0,0,1
1940,7910,L55089,300.7,312.2,1590,38.5,148,8.0,0,1,0
1941,5678,L52857,302.3,311.8,1281,51.7,61,24.0,0,1,0
1942,7425,M22284,300.1,311.4,1575,29.8,210,26.5,0,0,1
1943,6315,M21174,301.0,310.4,1793,25.0,142,28.5,0,0,1
1944,7455,L54634,300.2,311.6,1446,47.3,66,19.666666666666668,0,1,0
1945,9402,M24261,297.7,308.2,1720,25.6,174,12.4,0,0,1
1946,470,M15329,297.3,308.8,1586,32.7,131,23.333333333333332,0,0,1
1947,1919,M16778,298.1,307.9,1496,40.0,0,24.333333333333332,0,0,1
1948,1275,H30688,298.1,309.5,1530,40.2,65,38.0,1,0,0
1949,651,L47830,297.6,309.2,1611,33.1,155,39.0,0,1,0
1950,6856,M21715,301.1,311.3,1654,30.7,28,27.333333333333332,0,0,1
1951,5982,M20841,300.7,310.7,1347,46.5,183,42.5,0,0,1
1952,4319,L51498,301.5,310.1,1541,42.2,52,29.0,0,1,0
1953,2207,L49386,299.9,309.2,1436,52.0,107,30.0,0,1,0
1954,6703,M21562,301.6,310.8,1664,32.0,58,31.0,0,0,1
1955,5098,L52277,304.2,313.4,1457,49.4,96,49.5,0,1,0
1956,150,L47329,298.4,308.3,1473,39.9,184,50.5,0,1,0
1957,2826,L50005,300.3,309.4,1470,33.5,148,35.0,0,1,0
1958,2469,M17328,298.9,308.6,1524,40.4,131,36.0,0,0,1
1959,4076,L51255,302.0,310.6,1583,38.9,94,55.5,0,1,0
1960,4429,L51608,302.4,310.1,1906,21.2,110,57.5,0,1,0
1961,3652,L50831,302.1,311.5,1444,44.9,97,60.0,0,1,0
1962,6908,L54087,300.9,311.3,1449,40.2,168,62.0,0,1,0
1963,8492,L55671,298.5,309.5,1579,38.6,126,64.5,0,1,0
1964,4523,M19382,302.5,310.5,1918,21.6,131,65.5,0,0,1
1965,5817,L52996,301.3,311.0,1582,35.6,202,26.6,0,1,0
1966,4560,L51739,302.7,310.7,1433,43.7,13,69.0,0,1,0
1967,1078,L48257,296.8,307.6,1547,36.5,179,70.0,0,1,0
1968,7298,L54477,300.1,310.5,1500,39.8,107,71.0,0,1,0
1969,9952,L57131,298.2,307.8,1355,59.4,115,48.0,0,1,0
1970,9169,H38582,297.6,308.8,1385,44.4,181,73.5,1,0,0
1971,1847,H31260,297.7,307.3,1514,38.6,19,74.5,1,0,0
1972,4133,M18992,301.8,310.3,1409,52.5,26,75.5,0,0,1
1973,2553,H31966,299.3,309.1,1552,40.7,120,76.5,1,0,0
1974,7361,L54540,299.5,310.1,1585,35.2,50,51.666666666666664,0,1,0
1975,7102,L54281,300.8,310.2,1850,22.8,33,79.0,0,1,0
1976,2960,M17819,300.7,309.4,1589,35.0,52,53.333333333333336,0,0,1
1977,4897,M19756,303.7,312.4,1642,32.3,206,55.0,0,0,1
1978,1481,M16340,298.2,309.3,2056,18.7,144,57.0,0,0,1
1979,7720,H37133,300.6,311.7,1535,33.3,92,34.8,1,0,0
1980,259,L47438,298.1,308.2,1482,37.9,17,89.5,0,1,0
1981,6485,H35898,300.6,309.8,1913,22.5,157,61.0,1,0,0
1982,7926,M22785,300.7,311.9,1697,28.2,191,62.0,0,0,1
1983,9816,M24675,298.4,309.1,1576,38.8,167,64.0,0,0,1
1984,7312,H36725,300.0,310.5,1558,36.7,137,97.5,1,0,0
1985,1008,M15867,296.2,307.2,1633,31.1,0,98.5,0,0,1
1986,6138,M20997,300.9,310.8,1988,19.7,136,99.5,0,0,1
1987,8111,H37524,300.3,311.8,2141,18.5,204,67.66666666666667,1,0,0
1988,5209,L52388,303.8,312.7,1664,29.3,178,0.4,0,1,0
1989,4310,M19169,301.3,309.9,1501,39.5,27,1.8,0,0,1
1990,3418,L50597,301.6,310.6,1621,33.7,137,8.0,0,1,0
1991,2639,L49818,299.8,309.5,1739,27.5,128,13.5,0,1,0
1992,3956,L51135,302.3,311.5,1448,49.6,28,5.8,0,1,0
1993,1483,M16342,298.1,309.1,1448,52.5,150,17.0,0,0,1
1994,609,L47788,298.0,309.9,1403,47.7,43,13.666666666666666,0,1,0
1995,684,L47863,297.7,309.0,1874,24.4,28,14.666666666666666,0,1,0
1996,4811,M19670,303.4,312.1,1499,39.4,197,23.5,0,0,1
1997,3757,L50936,302.3,311.1,1546,33.1,156,27.5,0,1,0
1998,2948,L50127,300.7,309.5,1592,29.0,17,29.5,0,1,0
1999,1085,M15944,297.0,307.7,1498,47.1,199,32.0,0,0,1
2000,8789,L55968,297.4,308.5,1369,53.2,43,35.5,0,1,0
2001,7025,L54204,300.6,310.6,2127,18.7,53,24.333333333333332,0,1,0
2002,9474,L56653,298.7,309.5,1446,40.0,160,38.0,0,1,0
2003,5716,H35129,302.2,311.9,1597,35.8,160,26.0,1,0,0
2004,3869,M18728,302.7,311.7,1759,29.9,5,27.0,0,0,1
2005,152,M15011,298.4,308.2,1463,37.6,188,28.0,0,0,1
2006,8122,L55301,300.2,311.6,1827,27.0,22,32.666666666666664,0,1,0
2007,3693,L50872,302.1,311.3,1758,24.4,200,50.5,0,1,0
2008,3313,L50492,301.4,310.4,1639,28.9,94,20.6,0,1,0
2009,3867,L51046,302.6,311.6,1311,53.2,0,54.0,0,1,0
2010,4839,H34252,303.3,311.8,1649,29.4,49,55.0,1,0,0
2011,7767,L54946,300.3,311.4,1318,52.7,13,22.4,0,1,0
2012,2014,L49193,298.6,308.4,1485,42.9,38,58.5,0,1,0
2013,5859,L53038,301.3,311.0,1348,44.5,78,59.5,0,1,0
2014,7686,L54865,300.8,311.7,1397,43.5,227,60.5,0,1,0
2015,389,L47568,297.6,308.7,1455,48.2,145,61.5,0,1,0
2016,8116,L55295,300.4,311.8,1367,57.2,10,62.5,0,1,0
2017,5704,H35117,302.3,311.7,1456,45.4,130,43.333333333333336,1,0,0
2018,9508,L56687,299.3,310.5,1505,38.8,30,67.5,0,1,0
2019,3602,L50781,301.7,310.5,1377,43.1,183,45.666666666666664,0,1,0
2020,1105,L48284,296.6,307.4,1389,42.7,48,46.666666666666664,0,1,0
2021,3033,M17892,300.6,309.8,1447,42.9,12,47.666666666666664,0,0,1
2022,213,H29626,298.4,308.7,1344,52.9,130,74.0,1,0,0
2023,134,M14993,298.7,308.4,1430,49.6,135,50.0,0,0,1
2024,6207,M21066,300.8,310.6,1669,28.4,79,76.5,0,0,1
2025,2317,L49496,299.2,308.8,1542,39.2,179,78.5,0,1,0
2026,9878,L57057,298.8,309.7,1374,58.6,123,31.8,0,1,0
2027,7847,M22706,300.2,311.6,1608,35.0,212,55.333333333333336,0,0,1
2028,3328,M18187,301.5,310.6,2432,14.2,126,56.333333333333336,0,0,1
2029,1449,M16308,299.0,310.3,1657,31.0,70,87.5,0,0,1
2030,6802,L53981,301.1,310.7,1334,48.2,106,89.5,0,1,0
2031,8147,L55326,299.6,310.9,1533,31.8,91,60.333333333333336,0,1,0
2032,1259,L48438,297.5,308.9,1427,50.4,17,61.333333333333336,0,1,0
2033,6414,L53593,300.4,310.1,1614,33.5,191,93.5,0,1,0
2034,2220,M17079,299.6,309.1,1435,48.4,143,63.0,0,0,1
2035,6533,H35946,301.2,310.6,1352,52.0,69,96.0,1,0,0
2036,1094,M15953,296.8,307.5,1443,39.2,13,97.0,0,0,1
2037,6234,L53413,301.2,310.9,1467,37.1,153,98.0,0,1,0
2038,9939,L57118,298.3,308.1,1528,33.9,82,99.0,0,1,0
2039,8371,L55550,298.8,309.8,1634,33.6,27,100.0,0,1,0
2040,2719,L49898,299.5,309.1,1357,47.3,106,68.0,0,1,0
2041,7726,L54905,300.6,311.7,1744,26.9,111,104.5,0,1,0
2042,6353,L53532,300.0,309.6,1496,38.8,27,105.5,0,1,0
2043,4306,L51485,301.6,310.1,1687,26.6,16,107.5,0,1,0
2044,5302,L52481,303.8,313.1,1309,55.8,193,108.5,0,1,0
